,business_id,name,address,city,state,latitude,longitude,stars,review_count,is_open,categories,BusinessAcceptsCreditCards,BikeParking,GoodForKids,ByAppointmentOnly,RestaurantsPriceRange2,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
120913,jUrHQG6vBpbozdbLcUwTRg,The Salad Cafe,902 5th Ave,Pittsburgh,PA,40.44557455,-79.97952397,3.5,4,0,"Cafes, Restaurants",,,,,,8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0
121095,pajvV_6xebKIE7GBh4Z1xA,Braddock's Rebellion,107 6th St,Pittsburgh,PA,40.4437739,-80.0023533,3.5,176,1,"Restaurants, American (New), Breakfast & Brunch",TRUE,TRUE,FALSE,,2,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,11:0-2:0,11:0-2:0,7:0-23:0
121371,hZ79bbzGuiU0ThbasNEALQ,McDonald's,363 Perry Hwy,Pittsburgh,PA,40.5175797,-80.02931781,2,13,1,"Coffee & Tea, Food, Restaurants, Burgers, Fast Food",TRUE,,,,1,4:0-1:0,4:0-1:0,4:0-1:0,4:0-1:0,4:0-1:0,4:0-1:0,4:0-1:0
121542,ndzT1maiVwpz-7VFFzAb5Q,Eddie V's Prime Seafood,501 Grant St,Pittsburgh,PA,40.43994,-79.996847,4.5,209,1,"Nightlife, Bars, Lounges, Seafood, Restaurants, Steakhouses",TRUE,FALSE,FALSE,,3,16:0-22:0,16:0-22:0,16:0-22:0,11:0-20:0,16:0-23:0,16:0-23:0,16:0-21:0
121620,e2zO5THDYoDOcyXcWnQv5w,Salt of the Earth,5523 Penn Ave,Pittsburgh,PA,40.4639479,-79.9316099,4,269,0,"Restaurants, American (New), American (Traditional)",TRUE,TRUE,FALSE,,3,17:0-23:0,17:0-23:0,17:0-23:0,17:0-0:0,17:0-0:0,17:0-0:0,
121737,HYwbHY-srAOoH-t337DpMw,Tusca Restaurant,2773 Sidney St,Pittsburgh,PA,40.4273611,-79.964962,2,28,0,"Tapas Bars, Restaurants",TRUE,,FALSE,,3,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,23:0-2:0,23:0-2:0,11:30-21:0
121847,bjr8Uyi-r6xDeXVAhSX-cA,Italian Village Pizza,325 Mt Lebanon Blvd,Pittsburgh,PA,40.3694951,-80.0350698,2.5,10,0,"Restaurants, Pizza",TRUE,TRUE,TRUE,,1,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,12:0-21:0
121901,HGPZSKWtDYGmPaVzsgKceA,Quiet Storm Vegetarian & Vegan Cafe,5430 Penn Ave,Pittsburgh,PA,40.464485,-79.935388,4,142,0,"Food, Restaurants, Local Flavor, Coffee & Tea, Event Planning & Services, Caterers, Vegetarian",TRUE,,TRUE,,1,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-22:0,9:0-16:0,9:0-16:0
121916,hs5xdulRJqHZyITnEHpJhQ,Mario's Pizza,1000 Greentree Rd,Pittsburgh,PA,40.4175651,-80.0455025,3,35,1,"Salad, Chicken Wings, Pizza, Restaurants, Italian",TRUE,TRUE,TRUE,,2,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-0:0,10:0-0:0,11:0-23:0
121983,#NAME?,Hal's Bar and Grill,3225 Babcock Blvd,Pittsburgh,PA,40.5249585,-80.0159285,4,145,1,"Restaurants, American (Traditional), Bars, Nightlife",TRUE,TRUE,TRUE,,2,16:0-0:0,16:0-2:0,16:0-2:0,16:0-2:0,16:0-2:0,13:0-2:0,13:0-22:0
122140,iK_3WktnHa_YlbWdA0Axkw,Korea Garden,414 Semple St,Pittsburgh,PA,40.4366464,-79.9547027,3.5,101,1,"Restaurants, Korean",TRUE,TRUE,TRUE,,2,11:30-21:30,11:30-21:30,11:30-21:30,11:30-21:30,11:30-22:0,11:30-22:0,11:30-20:30
122347,EobGI95vy49iYGPord4Ckw,Guapo,200 Children's Way,Pittsburgh,PA,40.4515085,-80.0060399,5,4,1,"Restaurants, Mexican, New Mexican Cuisine, Bars, Nightlife",,,,,,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-0:0,10:0-0:0,10:0-21:0
122490,7hiJOyqQ14u6IkYQ40SQUg,AVA Cafe + Lounge,304 N Craig St,Pittsburgh,PA,40.452254,-79.952033,4,6,0,"Restaurants, Lounges, Arts & Entertainment, Nightlife, Cafes, Music Venues, Bars",TRUE,,,,,,,,,21:0-1:0,,
122671,JBkc2Xof8yietmHQLs62aQ,Eddie Merlot's - Pittsburgh,"444 Liberty Ave, # 100",Pittsburgh,PA,40.440898,-80.0046248,4,218,1,"Restaurants, American (Traditional), Salad, Seafood, Steakhouses",TRUE,FALSE,FALSE,,3,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,16:0-23:0,16:0-21:0
122816,96puuUqlMC8INO36uLi0ag,DeBlasio's Restaurant,1717 Cochran Rd,Pittsburgh,PA,40.392867,-80.06588,3,64,1,"Restaurants, Italian",TRUE,TRUE,TRUE,,2,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,
122855,GtkxSYxyM6XqcChFuzMjxw,Blue Elephant Cafe,150 Gamma Dr,Pittsburgh,PA,40.4996956,-79.8680087,3.5,19,0,"Juice Bars & Smoothies, Internet Cafes, Cafes, Breakfast & Brunch, Coffee & Tea, Salad, Restaurants, Food",TRUE,FALSE,TRUE,,1,6:30-16:30,6:30-16:30,6:30-16:30,6:30-16:30,6:30-16:30,,
122878,0QThBvFYadl5_t4P_rKd8Q,Harris Grill,245 Fourth Ave,Pittsburgh,PA,40.439691,-80.0015484,3.5,82,1,"Breakfast & Brunch, Wine Bars, Bars, Nightlife, Burgers, American (Traditional), Restaurants",TRUE,TRUE,FALSE,,2,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,
122890,um9n7JDaPaO1kmgs0cLjqQ,Bob Evans,7412 Mcknight Rd,Pittsburgh,PA,40.54174272,-80.01210004,2.5,30,1,"Hotels & Travel, American (Traditional), Bed & Breakfast, American (New), Comfort Food, Restaurants, Breakfast & Brunch, Salad",TRUE,FALSE,TRUE,,2,0:0-0:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0
122906,P9LAh1yahQqntqTlXIVPnw,Mamma Mia Pizzeria,511 E Carson St,Pittsburgh,PA,40.4288129,-79.994599,2.5,16,0,"Restaurants, Italian, Food, Pizza",TRUE,TRUE,,,1,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-3:0,10:0-3:0,10:0-0:0
123005,KFcYZCURuIxTNhTzOiO4sQ,Men's Wearhouse,1000 Ross Park Mall Dr,Pittsburgh,PA,40.542,-80.007962,3.5,7,1,"Shoe Stores, Accessories, Fashion, Formal Wear, Restaurants, Shopping, Men's Clothing, Bespoke Clothing, Plus Size Fashion",TRUE,,,,,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,10:0-19:0
123189,qV193bfO-X4ysTviA2iUAA,Pizza Fiesta,4911 Penn Ave,Pittsburgh,PA,40.46534922,-79.94492368,4,16,1,"Restaurants, Italian, Chicken Wings, Pizza",,,,,,11:0-1:0,11:0-1:0,11:0-1:0,11:0-1:0,11:0-2:0,11:0-2:0,11:0-1:0
123315,UkzDGNbsXBeSbyqtrX_rYA,The Original Pancake House,30 McIntyre Square Dr,Pittsburgh,PA,40.55394718,-80.0187348,3.5,98,1,"American (New), Restaurants, Breakfast & Brunch",TRUE,FALSE,TRUE,,2,7:0-14:0,8:0-14:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0
123321,xULATz2siGXOPia614mg2A,Lulu's Noodles,400 S Craig St,Pittsburgh,PA,40.445131,-79.9490568,3,424,1,"Chinese, Restaurants, Pan Asian, Vegetarian, Korean, Noodles, Japanese",TRUE,TRUE,TRUE,,1,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,
123646,p0hfV1YC5KB3Np5mek3TbQ,Jimmy John's,1717 E Carson St,Pittsburgh,PA,40.4289916,-79.98128289,2.5,21,1,"Delis, Restaurants, Fast Food, Sandwiches",TRUE,FALSE,FALSE,,1,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
123706,vG8Dx3_Vh_WlsZlUZiAa5A,Starbucks,1717 Cochran Road,Pittsburgh,PA,40.392221,-80.066641,4.5,10,1,"Coffee & Tea, Restaurants, Food",TRUE,TRUE,,,2,5:30-20:0,5:30-20:0,5:30-20:0,5:30-20:0,6:0-19:0,6:0-17:30,5:30-20:0
123879,VxRlBe2wjtycFWSZm1orTA,Piper's Pub,1828 E Carson St,Pittsburgh,PA,40.4284268,-79.9794308,4.5,393,1,"Fish & Chips, Restaurants, Irish, Pubs, Bars, British, Nightlife",TRUE,TRUE,TRUE,,2,8:30-23:0,11:0-1:0,11:0-1:0,11:0-1:0,11:0-1:0,8:30-1:0,8:30-16:0
123945,cHTQwW-xsBVfuat5IL3dsg,Papaya Thai Cuisine & Sushi Bar,210 McHolme Dr,Pittsburgh,PA,40.4498141,-80.17457095,3.5,125,1,"Sushi Bars, Thai, Restaurants, Asian Fusion",TRUE,FALSE,TRUE,,2,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,12:0-22:0,12:0-22:0
124046,t6LKeb5gNSeqri1JqOPZow,Subway Restaurants,"11667 Penn Hills Dr, Storeroom #12",Pittsburgh,PA,40.4649686,-79.8267,4,4,1,"Restaurants, Sandwiches, Fast Food",,,FALSE,,1,8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0,9:0-18:0
124212,g4MOiCPPNBSuTm3BrYRtbg,The Shady Dog,Corner Of Baum And Libert,Pittsburgh,PA,40.451096,-79.9332613,4.5,12,1,"Hot Dogs, Street Vendors, Restaurants, Food",FALSE,TRUE,TRUE,,1,,10:30-15:0,10:30-15:0,10:30-15:15,10:30-15:0,,
124228,_I-z8EJ8rpXMmjTuCr5oqQ,Sunset Restaurant and Grill,2760 Saw Mill Run Blvd,Pittsburgh,PA,40.37852411,-79.99083065,5,5,0,"Ethnic Food, Restaurants, Food, Specialty Food, Middle Eastern",TRUE,TRUE,TRUE,,2,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,
124331,_X8Hh_lBn11s2rhEUyhrUg,Monico's Bar & Grill,3435 Universal Rd,Pittsburgh,PA,40.48975431,-79.78342999,4,6,1,"Nightlife, American (Traditional), Sports Bars, Bars, Restaurants",,,,,,15:0-2:0,15:0-2:0,15:0-2:0,15:0-2:0,12:0-2:0,12:0-2:0,12:0-2:0
124411,-1xCh7Cocn6IwFzhELyohA,Jose' and Tony's Mexican Restaurant,1573 McFarland Rd,Pittsburgh,PA,40.3930494,-80.0459357,3,54,0,"Bars, Mexican, Restaurants, Nightlife, Sports Bars",TRUE,FALSE,TRUE,,1,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,13:0-2:0
124450,Rdj85mwep92VrZioUqiFlw,Revival on Lincoln,366 Lincoln Ave,Pittsburgh,PA,40.4942841,-80.0522493,4,87,1,"Breakfast & Brunch, Restaurants, Nightlife, Bars, Cocktail Bars, American (New)",TRUE,TRUE,,,2,0:0-0:0,17:0-0:30,16:0-22:0,16:0-22:0,16:0-23:30,17:0-23:30,
124472,_7fUu7WVMNacg_2KSxlY3Q,Subway Restaurants,"1000 Ross Park Mall Dr, Room VC13",Pittsburgh,PA,40.5445685,-80.0087509,2.5,3,1,"Restaurants, Sandwiches, Fast Food",TRUE,,TRUE,,1,10:0-21:30,10:0-21:30,10:0-21:30,10:0-21:30,10:0-21:30,10:0-21:30,11:0-18:0
124514,NbEI-3hWnOcRNRJ6qIktTQ,Shooti's Bar & Grille,100 J Boyce Park Dr,Pittsburgh,PA,40.4776961,-79.7447679,3,15,1,"Nightlife, Bars, Restaurants, American (New), Sports Bars, Chicken Wings",,,FALSE,,,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0
124563,i7xGGm_Rjb4AHxkGPJr4WA,California Taco Shop,890 Butler St,Pittsburgh,PA,40.5109338,-79.9461767,4.5,42,1,"Restaurants, Mexican, Tacos",,,,,,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,
124604,LQFmktF43j2NPncKdNd9mg,Fat Heads Saloon,1805 E Carson St,Pittsburgh,PA,40.4289667,-79.9801756,4,789,1,"Bars, American (Traditional), Restaurants, Nightlife, Chicken Wings, Salad",TRUE,TRUE,TRUE,,2,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-1:0,11:0-1:0,11:0-23:0
124951,jVaDrytDdOmkQX9moPWHTA,The Burgh Bites Truck,,Pittsburgh,PA,40.4737114,-79.9612368,5,41,1,"Food Trucks, Street Vendors, Event Planning & Services, Restaurants, Food, Cafes, Caterers",TRUE,TRUE,,,2,,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,
124959,7hDLmP8WRdIpb5Bqzv1nwQ,TGI Fridays,1027 Fifth Ave,Pittsburgh,PA,40.438782,-79.990515,2.5,47,1,"American (Traditional), Restaurants, Bars, Burgers, Nightlife, American (New), Food",TRUE,TRUE,TRUE,,2,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-22:0
125109,RSAeqTx82wSZXF6ptK5fYA,Taste of India,4320 Penn Ave,Pittsburgh,PA,40.4657288,-79.9535175,4,143,1,"Restaurants, Pakistani, Indian",TRUE,TRUE,TRUE,,2,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:30,17:0-22:30,17:0-22:0
125136,qNRyP8ItRICZOnKS4jf5ig,The Bagel Factory,420 S Craig St,Pittsburgh,PA,40.44453026,-79.94881868,2,224,0,"Food, Restaurants, Coffee & Tea, Bagels",TRUE,TRUE,,,1,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,7:0-21:0,7:0-21:0
125321,hG-DApl-ua15fbIqav7-IA,Kaffeehaus,1022 Chestnut St,Pittsburgh,PA,40.45764352,-79.99529164,4.5,14,1,"Restaurants, Breakfast & Brunch, Sandwiches, Food, Coffee & Tea",TRUE,,,,,,6:30-14:30,6:30-14:30,6:30-14:30,6:30-14:30,8:0-14:0,
125329,plHKBwA18aWeP-TG8DC96Q,Smoke BBQ Taqueria,4115 Butler St,Pittsburgh,PA,40.4700107,-79.9611342,3.5,463,1,"Restaurants, Burgers, Barbeque, Mexican, Tacos",FALSE,TRUE,FALSE,,2,0:0-0:0,,12:0-22:0,12:0-22:0,11:0-23:0,11:0-23:0,11:0-21:0
125423,9j3Lcsbng3Zx3f069S3d1A,Subway Restaurants,"1039 Freeport Rd, Room #27",Pittsburgh,PA,40.488024,-79.885217,2,4,1,"Restaurants, Sandwiches, Fast Food",TRUE,,TRUE,,1,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,8:0-22:0,9:0-22:0
125568,njdz0sOFfsawcBi6jpKNhA,Adrian's Pizza,605 Thompson Run Rd,Pittsburgh,PA,40.539227,-79.9909002,3.5,30,1,"Pizza, Restaurants, Sandwiches, Food Delivery Services, Food",TRUE,TRUE,TRUE,,1,10:30-21:30,10:30-21:30,10:30-21:30,10:30-21:30,10:30-22:30,10:30-22:30,11:45-21:0
125629,Xz5tTSD3X3gACOiVn101tQ,Express Pizzeria,2760 Saw Mill Run Blvd,Pittsburgh,PA,40.37827275,-79.9909002,3.5,20,1,"Pizza, Restaurants",TRUE,TRUE,,,1,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,11:0-0:0,11:0-23:0
125755,_AAzQeNJ4E2HIxM50qdwBA,Alfred's Deli & Market,3041 Brereton St,Pittsburgh,PA,40.4567492,-79.9683822,5,13,0,"Grocery, Food, Delis, Gluten-Free, Polish, Restaurants",TRUE,TRUE,TRUE,,1,,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0
126075,50pVtN734QXvtRh6IDiapw,Chick-fil-A,1000 Airport Blvd,Pittsburgh,PA,40.4958854,-80.2462002,3.5,26,1,"Religious Organizations, Restaurants, Event Planning & Services, Caterers, Chicken Shop, Fast Food",TRUE,FALSE,TRUE,,1,0:0-0:0,6:30-22:0,6:30-22:0,4:30-20:0,6:30-22:0,4:30-19:30,
126197,3zR3Uj23aXY1V3L2qt1t6w,Our Little Secret Cafe & Catering,332 Curry Hollow Rd,Pittsburgh,PA,40.337554,-79.977042,4.5,82,1,"Restaurants, American (Traditional), Breakfast & Brunch, Diners, Cafes",TRUE,TRUE,TRUE,,1,8:0-12:30,8:0-12:30,8:0-12:30,8:0-12:30,8:0-12:30,8:0-12:30,8:0-12:30
126393,iuOK9_SBaJ5y0xzu4Fy4IQ,Threadbare Cider House,1291 Spring Garden Ave,Pittsburgh,PA,40.460489,-79.988898,4.5,87,1,"Pizza, Cideries, Restaurants, Food",TRUE,TRUE,TRUE,,2,,,17:0-22:0,17:0-22:0,11:0-22:0,11:0-22:0,11:0-16:0
126447,_IAxXD30S4ODGh92m8tLJw,Pizza Sola,6004 Penn Cir S,Pittsburgh,PA,40.45991789,-79.92472304,3.5,58,0,"Pizza, Restaurants",TRUE,TRUE,TRUE,,1,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-3:0,11:30-3:0,12:30-0:0
126469,OXrFWgoz533T8tMRemkiww,Il Pizzaiolo,703 Washington Rd,Pittsburgh,PA,40.380192,-80.044459,3.5,314,1,"Italian, Pizza, Restaurants",TRUE,TRUE,TRUE,,2,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-21:0
126579,jALlIr27pjGBK75DHZHMKg,Hot Franks,2701 Penn Ave,Pittsburgh,PA,40.456194,-79.977166,4.5,12,0,"Restaurants, Sandwiches",TRUE,FALSE,TRUE,,1,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-2:0,11:0-17:0,
126655,K7j0BqmmN6ZEZ4BHIgUcng,GetGo from Giant Eagle,4924 Baum Blvd,Pittsburgh,PA,40.4546629,-79.9456106,2.5,39,1,"Food, Convenience Stores, Restaurants, Fast Food, Automotive, Gas Stations",TRUE,TRUE,TRUE,,1,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
126684,JS8zqTShTYXHvpsWYTaQ6A,Dive Bar & Grill,5147 Butler St,Pittsburgh,PA,40.4796917,-79.9550961,4,148,1,"Dive Bars, American (Traditional), Nightlife, Restaurants, Bars",TRUE,TRUE,FALSE,,2,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0
126741,mKcCsAUf0lDtL8qWfQCDqg,Rialto Pizza,623 Greenfield Ave,Pittsburgh,PA,40.4263908,-79.9387555,3.5,65,1,"Food Delivery Services, Pizza, Restaurants, Ice Cream & Frozen Yogurt, Beer, Wine & Spirits, Food, Desserts",TRUE,TRUE,TRUE,,1,10:30-23:0,10:30-23:0,10:30-23:0,10:30-23:0,11:0-0:0,11:0-0:0,10:30-23:0
126747,#NAME?,The Enrico Biscotti,2022 Penn Ave,Pittsburgh,PA,40.4512945,-79.9831848,4,176,1,"Restaurants, Pizza, Italian, Bakeries, Food",TRUE,TRUE,TRUE,,2,6:0-16:0,6:0-16:0,6:0-16:0,6:0-16:0,6:0-16:0,6:0-16:0,9:0-14:0
126854,GnPXUkEvX5M0YR_PVGhWgg,Park Pizza & Cream,7600 Forbes Ave,Pittsburgh,PA,40.43952949,-79.89742289,4,36,1,"Restaurants, Ice Cream & Frozen Yogurt, Food, Comfort Food, American (New), Italian, Pizza",TRUE,TRUE,TRUE,,1,,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:30,11:0-22:30,11:0-21:0
126899,etO9sOm3q_Od3NT-B7EXDA,KFC,1100 Brownsville Rd,Pittsburgh,PA,40.40494747,-79.99088874,3,5,1,"Restaurants, Fast Food, Chicken Shop, Chicken Wings",TRUE,TRUE,TRUE,,1,0:0-0:0,10:30-21:30,10:30-21:30,10:30-21:30,10:30-21:30,10:30-21:30,10:30-21:30
127010,n6_ah26nj9V6eo7PZNUQzg,Mama Rose,121 Mayflower St,Pittsburgh,PA,40.4639884,-79.9153194,4.5,11,1,"Restaurants, Caribbean",FALSE,,TRUE,,1,11:0-19:30,11:0-19:30,11:0-19:30,11:0-19:30,11:0-19:30,,
127048,TsCq0UqOrKJ_ZJx7KKwKkA,Pasqualino's Pizza & Pasta,13032 Frankstown Rd,Pittsburgh,PA,40.4825761,-79.8197598,4.5,49,1,"Restaurants, Italian, Pizza",TRUE,FALSE,TRUE,,2,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,12:0-21:0
127114,H5PdoEWleg9uDU67ZAy6JA,Mixtape,4907 Penn Ave,Pittsburgh,PA,40.4654464,-79.9448679,4.5,81,1,"Coffee & Tea, Arts & Entertainment, Event Planning & Services, Cafes, Cocktail Bars, Nightlife, Vegan, Restaurants, Venues & Event Spaces, Food, Lounges, Dance Clubs, Music Venues, Juice Bars & Smoothies, Bars",TRUE,TRUE,FALSE,FALSE,2,0:0-0:0,16:0-2:0,16:0-2:0,16:0-0:0,16:0-2:0,19:0-2:0,
127396,gae9LAyt7Qvf_OgAkWASxA,Buca di Beppo Italian Restaurant,3 Station Square Dr,Pittsburgh,PA,40.43355559,-80.00431493,2.5,186,1,"Italian, Food, Event Planning & Services, Caterers, Restaurants, Nightlife, Bars, Pizza",TRUE,TRUE,TRUE,,2,11:0-22:0,11:0-22:0,11:0-21:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-21:0
127450,xI7GN5nujGjlYF9lAMtC1A,Tilted Kilt Pub & Eatery,353 N Shore Dr,Pittsburgh,PA,40.4458199,-80.0108553,2,130,0,"American (Traditional), Chicken Wings, Sports Bars, Irish, Bars, Restaurants, Nightlife, Pubs",TRUE,TRUE,FALSE,,2,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-23:0,11:0-23:0,11:0-21:0
127574,OMzoxV0d1-4THKbHKTtIlQ,It's Dogg'n It,260 Atwood St,Pittsburgh,PA,40.4396266,-79.9561711,2.5,5,1,"Food, Beer, Wine & Spirits, Restaurants",TRUE,TRUE,,,2,13:0-20:0,14:0-0:0,14:0-0:0,14:0-21:0,14:0-1:0,14:0-1:0,13:0-20:0
127759,bKj_nnb2wyXduNoFXDeR9w,Zuppas Delicatessen,2585 Freeport Rd,Pittsburgh,PA,40.53680924,-79.84286701,4.5,15,1,"Sandwiches, Restaurants, Delis, Salad",TRUE,FALSE,TRUE,,1,7:0-16:0,7:0-16:0,7:0-16:0,7:0-16:0,7:0-16:0,,
127882,wQt02A5yue6S0ujGZUQerw,Pizza Hut,2158 Brownsville Rd,Pittsburgh,PA,40.392088,-79.987301,1.5,7,1,"Restaurants, Pizza, Chicken Wings, Italian",TRUE,,FALSE,,1,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0
127887,W6TH029-LDmCRwuDqV0TYQ,Rupe's Roadhouse,325 Camp Horne Rd,Pittsburgh,PA,40.5184201,-80.0901148,4,40,1,"Comfort Food, American (New), Nightlife, Restaurants, Bars, Sandwiches, Pubs",TRUE,,FALSE,,2,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0
127998,YVlNo_aIX0CNp4R7ZAKbFg,Bruegger's Bagels,1719 Murray Ave,Pittsburgh,PA,40.4374253,-79.92272079,3,20,1,"Breakfast & Brunch, Bagels, Food, Sandwiches, Bakeries, Restaurants",TRUE,TRUE,TRUE,,1,0:0-0:0,5:30-15:0,7:0-14:0,6:0-13:0,5:30-17:0,6:0-16:0,6:0-16:0
128126,Hb717wjzx1Q7cVXQo1-u2w,BRGR,535 Liberty Ave,Pittsburgh,PA,40.441994,-80.002562,3.5,63,0,"American (Traditional), Ice Cream & Frozen Yogurt, Restaurants, Burgers, Food, Food Trucks, Salad",TRUE,,TRUE,,2,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-22:0,11:30-22:0,11:30-21:0
128168,ivugOYd-QcXVEfnm1OyqZA,Beto's Pizza,1473 Banksville Rd,Pittsburgh,PA,40.4127465,-80.0303452,3.5,213,1,"Salad, Restaurants, Pizza, Italian, Sandwiches",TRUE,FALSE,TRUE,,1,11:0-0:30,11:0-0:30,11:0-0:30,11:0-0:30,11:0-0:30,11:0-0:30,11:0-0:30
128402,Fd25lEnclIwyWlSRgkbRfg,Bridge Ten Brasserie,20 S 10th St,Pittsburgh,PA,40.429924,-79.989257,4,30,0,"Restaurants, French",TRUE,,FALSE,,3,16:30-22:0,16:30-22:0,16:30-22:0,16:30-22:0,16:30-22:0,11:0-22:0,11:0-16:0
128483,gomzC2CMt6MD_ykOSGwdDA,Sushi Tomo,4812 McKnight Rd,Pittsburgh,PA,40.5257827,-80.0051272,4,145,1,"Sushi Bars, Restaurants, Japanese",TRUE,FALSE,TRUE,,2,0:0-0:0,11:30-21:30,11:30-21:30,11:30-21:30,11:30-22:30,11:30-22:30,12:0-21:30
128546,PIiVJJ4mgiltU-u6Byn2_w,Wendy's,603 Clairton Blvd.,Pittsburgh,PA,40.3310179,-79.9452176,1.5,15,1,"Fast Food, Restaurants, Burgers",TRUE,FALSE,TRUE,,1,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0
128680,Wj-73Uu3U79CGK_H_kyAsg,Quaker Steak & Lube,"1000 Airport Blvd, concourse A",Pittsburgh,PA,40.49737753,-80.24378356,3,36,0,"Steakhouses, Restaurants, Burgers, American (Traditional), Chicken Wings, Breakfast & Brunch",TRUE,FALSE,TRUE,FALSE,2,4:30-19:30,4:30-19:30,4:30-19:30,4:30-19:30,4:30-19:30,4:30-19:0,4:30-19:30
128761,z4EIzLJlGd7gyje1Q_hKtw,Federal Galley,200 Children's Way,Pittsburgh,PA,40.45152189,-80.0060152,4,249,1,"American (New), Pizza, Mexican, Restaurants",TRUE,TRUE,TRUE,,2,0:0-0:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-0:0,10:0-0:0,10:0-21:0
128795,Mh7C6p0KsuZLCB0vjrPgbQ,Modern Cafe,862 Western Ave,Pittsburgh,PA,40.45213697,-80.01638493,4,72,1,"Sandwiches, Beer Bar, Pubs, Restaurants, Bars, Sports Bars, Nightlife",TRUE,TRUE,FALSE,,2,11:0-23:0,11:0-23:0,11:0-0:30,11:0-0:30,11:0-1:30,10:30-1:30,
128834,LqEZNMIsJOWUWSxdHHCBig,Birmingham Bridge Tavern,2901 Sarah St,Pittsburgh,PA,40.4245046,-79.9645459,4,80,1,"Restaurants, Barbeque, Bars, Nightlife",TRUE,TRUE,FALSE,,2,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-2:0,17:0-22:0,12:0-0:0
128836,w6WOclNdCBYgUQXGyNAYGw,Edgar's Authentic Mexican,2760 Saw Mill Run Blvd,Pittsburgh,PA,40.378046,-79.990971,3.5,7,0,"Mexican, Restaurants",,,,,3,,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0
